,sentence,section_nr,has_citation,last_section_title,Labels
7930,surmise 10 possibility 10  6 00 hypotheses ,6,0.0,hypotheses ,Hypothesis
7931,again try out 1 shows that when responding to security subject matter in isolation users will experience greater activating in the mtl leading to less security message disregard hypothesis 1 hypothesis 2  6 00 hypotheses ,6,0.0,hypotheses ,Hypothesis
7932,building on these findings  we hypothesize the following  hypothesis 11  hypothesis 11   6 00 hypotheses ,6,0.0,hypotheses ,Hypothesis
7933,we define a song as having a small user  generated content parcel if the share of official videos embody larger than 10  which is roughly equivalent to 2 official videos on you  tube  s first result sir frederick handley page 6 00 5  ,6,0.0,5 . ,Defination
7934,this leads to the generated model hypothesis  h2   6 00 generated models ,6,0.0,generated models ,Hypothesis
7935,system surface structures confront users with what we define as system seafaring order of magnitude which is composed of entities visible to the user and the logical relationships among them econstant of gravitation  in digitized forms   6 00 surface and deep structures ,6,0.0,surface and deep structures ,Defination
7936,guess 1c 6 00 detailing ,6,0.0,detailing ,Hypothesis
7937,similarly we define general requirements as the class of valuation standard for the different self governing variables in the kernel theory only targeted toward the same effect variable 6 00 development of a framework ,6,0.0,development of a framework ,Defination
7938,the strain hypothesis implies for the present paper that high levels of perceived interruption overload impact work  related technology usage via increases of worklife conflict  while the buffer hypothesis suggests that the strength of this mediated relationship may vary with worker control  6 00 connecting perceived interruption overload and worklife conflict to technology usage ,6,0.0,connecting perceived interruption overload and work-life conflict to technology usage ,Hypothesis
7939,the previously cited concept of modularity offers a better understanding of the mirroring hypothesis  7 00 the new mirroring hypothesis ,7,0.0,the new mirroring hypothesis ,Hypothesis
7940,a model including moderator is termed a conditional good example which is a mixedeffects role model since touch on effects for the moderators are considered in addition to random components 7 00 meta  regression models ,7,0.0,meta - regression models ,Defination
7941,because adding further control variables to the described models challenged their robustness we endure extra and separate models that considered the following methodological variables player student vnonstudent sample  taste contraption phoeberandom sample  and study type survey vs experimental   7 00 meta  regression models ,7,0.0,meta - regression models ,Defination
7942,under the void conjecture δ 2 0 we can directly test whether the effect of the gesellschaft für musikalische aufführungs  und 7 00 532  ,7,0.0,5.3.2 . ,Hypothesis
7943,in column  1  of table 12  the effect for nonniche artists is −33   90  confidence interval   −46   −16     whereas the effect for niche artists  defined as never having appeared in the uscharts equal − ennead 90 authority separation − seventeen  − cipher04     7 00 532  ,7,0.0,5.3.2 . ,Defination
7944,this reasoning leads to the first hypothesis  hypothesis 1a   organizational ownership norms are negatively related to information sharing in ess  7 00 organizational ownership of information ,7,0.0,organizational ownership of information ,Hypothesis
7945,convertible infrastructure is defined as a conciliatory information technology computer architecture that constitute tailor make to and administrated by the devops team 7 00 case brief description interviewees case 1 ,7,0.0,case brief description interviewees case 1 ,Defination
7946,we delineate ρ a as follow 8 00 design of the monte carlo simulation ,8,0.0,design of the monte carlo simulation ,Defination
7947,we define ρ a as follows 8 00 design of the monte carlo simulation ,8,0.0,design of the monte carlo simulation ,Defination
7948,we define ρ a as follow 8 00 design of the monte carlo simulation ,8,0.0,design of the monte carlo simulation ,Defination
7949,we delineate ρ a as follows 8 00 design of the monte carlo simulation ,8,0.0,design of the monte carlo simulation ,Defination
7950,we delineate ρ a as follows 8 00 design of the monte carlo simulation ,8,0.0,design of the monte carlo simulation ,Defination
7951,we define ρ a as follows 8 00 design of the monte carlo simulation ,8,0.0,design of the monte carlo simulation ,Defination
7952,we define ρ a as come after 8 00 design of the monte carlo simulation ,8,0.0,design of the monte carlo simulation ,Defination
7953,we define ρ a as follows 8 00 design of the monte carlo simulation ,8,0.0,design of the monte carlo simulation ,Defination
7954,we fix ρ a as follows 8 00 design of the monte carlo simulation ,8,0.0,design of the monte carlo simulation ,Defination
7955,we define ρ a as follows 8 00 design of the monte carlo simulation ,8,0.0,design of the monte carlo simulation ,Defination
7956,surmisal two a  8 00 reciprocity and social cohesion ,8,0.0,reciprocity and social cohesion ,Hypothesis
7957,supposition ii b  8 00 reciprocity and social cohesion ,8,0.0,reciprocity and social cohesion ,Hypothesis
7958,here information technology comprise of import to note that the term  something like action x  implies that on that point crataegus oxycantha be several actions that be design possibilities targeted toward the same goal 8 00 identifying and mapping potential sources of error in design theorizing ,8,0.0,identifying and mapping potential sources of error in design theorizing ,Defination
7959,we define ρ a as follows 9 00 results ,9,0.0,results ,Defination
7960,we set ρ a as follows 9 00 results ,9,0.0,results ,Defination
7961, bare ass bias  is defined as follow 9 00 results ,9,0.0,results ,Defination
7962,we set ρ a as follows 9 00 results ,9,0.0,results ,Defination
7963,we define ρ a as follows 9 00 results ,9,0.0,results ,Defination
7964,we fix ρ a as watch over 9 00 results ,9,0.0,results ,Defination
7965,we define ρ a as follows 9 00 results ,9,0.0,results ,Defination
7966,we delineate ρ a as follows 9 00 results ,9,0.0,results ,Defination
7967,we define ρ a as follows 9 00 results ,9,0.0,results ,Defination
7968,we fix ρ a as succeed 9 00 results ,9,0.0,results ,Defination
7969,we define ρ a as follow 9 00 results ,9,0.0,results ,Defination
7970,possibility 2a 9 00 perceived autonomy ,9,0.0,perceived autonomy ,Hypothesis
7971,hypothesis trinity 9 00 quality of shared information ,9,0.0,quality of shared information ,Hypothesis
7972,this implies that despite some ostensibly random influential user a number of decisive criteria can be determined quercia et aluminum 2011 bakshy et al 2011 have this concept even further and claim that information dissemination through  average influencers  is more cost  effective than utilize large  scale write up 9 10 sense  making ,9,1.0,sense - making ,Defination
7973,we hypothesize  hypothesis 2a  9 00 the moderating role of perceived organizational valence ,9,0.0,the moderating role of perceived organizational valence ,Hypothesis
7974,surmise 2b 9 00 the moderating role of perceived organizational valence ,9,0.0,the moderating role of perceived organizational valence ,Hypothesis
7975,we therefore hypothesize hypothesis 2c 9 00 the moderating role of perceived organizational valence ,9,0.0,the moderating role of perceived organizational valence ,Hypothesis
